"","CHR","POSITION","IHS","LOGPVALUE"
"3152062","4",17601047,0.300637347587231,0.11708229965122
"3152067","4",17601053,0.220181507028582,0.0831620425380134
"3152077","4",17601066,1.94602293631298,1.28691298778013
"3152097","4",17601115,0.315462115443136,0.123544972848282
"3152107","4",17601162,0.216874604126182,0.0818091562622806
"3152114","4",17601176,0.00324865799245227,0.00112717427068066
"3152263","4",17601372,-0.781049586715769,0.361737103590969
"3152584","4",17602398,1.11392985422904,0.576247557940485
"3152864","4",17603437,1.16022239715952,0.609138569639554
"3152949","4",17603627,0.971290876851277,0.47964297402576
"3152955","4",17603647,0.607667204588643,0.264873797722887
"3153067","4",17603865,1.01602052299467,0.509171535658803
"3153141","4",17604062,0.759771307780228,0.349312469026512
"3153170","4",17604119,0.759771307780227,0.349312469026512
"3153180","4",17604129,-0.968009725075486,0.477504237440244
"3153189","4",17604144,0.683367142691752,0.305943607314396
"3153261","4",17604282,0.683367142691753,0.305943607314397
"3153315","4",17604390,0.683367142691753,0.305943607314397
"3153325","4",17604413,0.683367142691753,0.305943607314397
"3153343","4",17604446,1.31726112487106,0.726417483837285
"3153446","4",17604782,0.556429948556747,0.238134552445487
"3153474","4",17604830,1.84373167052706,1.18560418935895
"3153485","4",17604853,0.741916472533408,0.339003736762546
"3153494","4",17604876,0.437885432284703,0.179490283556223
"3153559","4",17605270,0.22192520013455,0.0838767081533897
"3153563","4",17605283,0.22192520013455,0.0838767081533897
"3153742","4",17605534,0.644918947985673,0.284849619316153
"3153797","4",17605594,1.07299401736036,0.54779359091202
"3153804","4",17605602,0.257102666481309,0.0984874528466773
"3153886","4",17606359,0.759741169995413,0.349294978792437
"3153987","4",17606998,0.421393441372011,0.171683159131799
"3154000","4",17607022,0.421393441372011,0.171683159131799
"3154004","4",17607028,0.421393441372011,0.171683159131799
"3154090","4",17607214,0.421393441372011,0.171683159131799
"3154129","4",17607255,0.491055982244484,0.205242361003873
"3154159","4",17607285,0.459809955261464,0.190001070948437
"3154169","4",17607295,0.459809955261464,0.190001070948437
"3154172","4",17607298,0.459809955261464,0.190001070948437
"3154187","4",17607313,0.459809955261464,0.190001070948437
"3154188","4",17607314,0.459809955261464,0.190001070948437
"3154223","4",17607352,0.459809955261464,0.190001070948437
"3154235","4",17607366,0.459809955261464,0.190001070948437
"3154244","4",17607376,0.459809955261464,0.190001070948437
"3154247","4",17607380,0.659399485817505,0.292737113140536
"3154248","4",17607381,0.659399485817505,0.292737113140536
"3154251","4",17607384,0.185911874545649,0.0692985465093142
"3154261","4",17607395,0.185911874545649,0.0692985465093142
"3154279","4",17607415,0.185911874545649,0.0692985465093142
"3154317","4",17607471,0.185911874545649,0.0692985465093142
"3154397","4",17612460,0.185911874545649,0.0692985465093145
"3154404","4",17612467,0.185911874545649,0.0692985465093145
"3154412","4",17612491,0.18591187454565,0.0692985465093146
"3154433","4",17612634,0.18591187454565,0.0692985465093146
"3154451","4",17612652,0.525225867325404,0.222264289610972
"3154480","4",17612709,0.252816058249676,0.0966872998338665
"3154481","4",17612710,0.252816058249676,0.0966872998338664
"3154495","4",17612724,0.694492936293287,0.312138418930015
"3154544","4",17612862,0.404702833729892,0.163868409964665
"3154548","4",17612866,0.404702833729892,0.163868409964665
"3154572","4",17612941,0.404702833729892,0.163868409964665
"3154646","4",17613186,0.404702833729893,0.163868409964666
"3154808","4",17614342,0.404702833729892,0.163868409964665
"3154817","4",17614358,0.404702833729892,0.163868409964665
"3154923","4",17614630,0.404702833729892,0.163868409964665
"3154924","4",17614631,0.404702833729892,0.163868409964665
"3154963","4",17614853,0.404702833729892,0.163868409964665
"3154994","4",17614987,0.404702833729892,0.163868409964665
"3155000","4",17614998,-0.627547562316324,0.27547807045489
"3155020","4",17615088,0.68310812331405,0.305799872799735
"3155039","4",17615125,0.683108123314051,0.305799872799735
"3155044","4",17615130,0.683108123314051,0.305799872799735
"3155053","4",17615139,0.683108123314051,0.305799872799735
"3155074","4",17615195,0.683108123314051,0.305799872799735
"3155082","4",17615214,0.53166191596235,0.225512104947766
"3155147","4",17615311,0.711746949469729,0.32182638091529
"3155194","4",17615395,0.711746949469729,0.32182638091529
"3155195","4",17615398,-0.190785019619341,0.0712488549773148
"3155245","4",17615504,0.544725103324438,0.23214492848452
"3155388","4",17615831,0.898710225222314,0.433200810290127
"3155564","4",17616121,-0.385086975361398,0.154794654435103
"3155626","4",17616604,0.656435480979613,0.291117032424235
"3155631","4",17616635,0.656435480979613,0.291117032424235
"3155638","4",17616643,0.656435480979613,0.291117032424235
"3155664","4",17616764,0.430387921856571,0.175930504424258
"3155704","4",17616845,0.610115758718252,0.266172920281033
"3155718","4",17616880,0.610115758718252,0.266172920281033
"3155740","4",17616948,0.10363749815408,0.0374142678443481
"3155751","4",17616987,0.103637498154081,0.0374142678443483
"3155753","4",17616992,-0.42955605869527,0.175536623897789
"3155760","4",17616999,0.372691384779614,0.149122193120055
"3155807","4",17617099,-0.128380519406847,0.04679725450908
"3155861","4",17617303,-0.221779658188002,0.0838170222523081
"3155888","4",17617423,0.241995507858125,0.092167640042661
"3155913","4",17617672,-0.162352130325807,0.0599676022119985
"3155917","4",17617775,0.330443697990893,0.130143857163298
"3155930","4",17617826,0.281496598948123,0.108836488483825
"3156052","4",17618539,0.533902507259641,0.226645880485647
"3156184","4",17619211,0.0910463356607067,0.0327067909657645
"3156740","4",17622602,0.194931348533348,0.0729137706257298
"3156749","4",17622652,0.232336298242377,0.0881625351602932
"3157031","4",17624953,-0.81272346491255,0.380513659684834
"3157040","4",17624974,-0.750635896221865,0.344024710381053
"3157992","4",17629338,0.240566235273026,0.0915732544534734
"3157993","4",17629346,0.240566235273026,0.0915732544534734
"3158025","4",17629418,-0.604845968173438,0.263379358357696
"3158108","4",17629730,0.143595311148972,0.05265449716123
"3158284","4",17631087,-1.01235047740175,0.506722525015373
"3158337","4",17631227,-0.456647233631134,0.188475515089693
"3158388","4",17631400,-0.24223792268802,0.0922685124419831
"3158614","4",17633225,0.69506679658032,0.312459051882251
"3158622","4",17633251,0.874499707511005,0.418111550383833
"3158627","4",17633256,-0.710478790005043,0.321110963507451
"3158633","4",17633262,-1.55989083389394,0.925235908411434
"3158637","4",17633266,-1.55989083389394,0.925235908411434
"3158643","4",17633272,-1.55989083389394,0.925235908411434
"3158742","4",17633625,-1.69640156156708,1.04667598931923
"3158782","4",17634015,-1.27834442478504,0.696527442691224
"3158789","4",17634028,-1.27834442478504,0.696527442691224
"3158803","4",17634042,-1.27834442478504,0.696527442691223
"3159060","4",17635606,0.834987198358008,0.393914446870343
"3159389","4",17637294,0.93020897860505,0.453133101279949
"3159390","4",17637313,0.240261884651143,0.0914467640154961
"3159401","4",17637402,-0.278533051993059,0.107569674583725
"3159409","4",17637530,-0.312781261929011,0.122371349012134
"3159447","4",17637725,0.0417827961537351,0.0147209282375782
"3159478","4",17637787,0.763726680499594,0.351610577340916
"3159549","4",17637949,1.28926281543315,0.704858093053132
"3159676","4",17638141,0.325286772275989,0.127864689795546
"3159763","4",17638514,-1.33729427687367,0.742017768955398
"3159767","4",17638527,0.956330126739977,0.469921416574322
"3159768","4",17638534,0.196458315070864,0.0735281813955273
"3159780","4",17638546,1.3166003411659,0.725905395088235
"3159785","4",17638563,0.365361055557563,0.145789994699454
"3159804","4",17638633,-0.0642186008724539,0.0228270786418539
"3159979","4",17640004,-0.25459102452873,0.0974320270895073
"3160030","4",17640126,-0.475521906491475,0.197626541539462
"3160110","4",17640280,-0.534028731931715,0.226709800019319
"3160292","4",17641542,-0.434790371575953,0.178018632571124
"3160444","4",17642082,-0.212356037635947,0.0799657964994978
"3160570","4",17642679,0.581625017930637,0.251177058579553
"3160582","4",17642724,0.373483551234625,0.149483285137949
"3160754","4",17643141,0.533018852334255,0.22619854491585
"3160766","4",17643158,0.57722667700632,0.248885452311142
"3160775","4",17643183,0.57722667700632,0.248885452311142
"3160783","4",17643209,1.39884982958191,0.790865776486075
"3160858","4",17643402,-0.567508847867567,0.243844454514987
"3160866","4",17643412,0.353015743246558,0.1402154645946
"3160879","4",17643431,-1.97872446996934,1.32014495724908
"3160924","4",17643493,-0.928752170743282,0.452203719707598
"3160929","4",17643498,-2.08117881014513,1.42692474127098
"3161005","4",17643585,0.0590390145347032,0.0209430870551924
"3161013","4",17643599,-0.93409800456831,0.455617713155153
"3161018","4",17643604,-0.93409800456831,0.455617713155153
"3161048","4",17643647,-0.93409800456831,0.455617713155153
"3161077","4",17643682,-0.077341157840121,0.0276341467172377
"3161135","4",17643776,-0.220091970937655,0.0831253698103799
"3161239","4",17643947,-0.00207682213041711,0.00072025028517054
"3161318","4",17644099,1.41881779202773,0.807008649786663
"3161356","4",17644161,-0.690254264326761,0.309773516993034
"3161388","4",17644209,-0.50991224213621,0.214589760385305
"3161410","4",17644250,-0.68735724172105,0.308160582468852
"3161479","4",17644349,-1.4825608872298,0.859519877856168
"3161584","4",17644488,0.24325927038936,0.09269370264712
"3161625","4",17644536,0.24325927038936,0.09269370264712
"3161628","4",17644539,0.24325927038936,0.09269370264712
"3161668","4",17644593,-0.474899173659787,0.19732282844376
"3161671","4",17644596,-0.612783419836263,0.267590513103352
"3161688","4",17644613,-0.612783419836263,0.267590513103352
"3161689","4",17644614,-0.612783419836263,0.267590513103352
"3161712","4",17644637,-0.612783419836263,0.267590513103352
"3161718","4",17644644,0.261804617883919,0.100468350948109
"3161722","4",17644649,-0.604995531967273,0.263458518995753
"3161726","4",17644656,0.261035632025158,0.100143929992235
"3161739","4",17644670,-0.641378314805451,0.282931504659943
"3161744","4",17644676,-0.641378314805451,0.282931504659943
"3161747","4",17644679,-0.641378314805451,0.282931504659943
"3161755","4",17644688,-0.641378314805451,0.282931504659943
"3161768","4",17644703,-0.641378314805451,0.282931504659943
"3161771","4",17644706,-0.641378314805451,0.282931504659943
"3161776","4",17644712,-0.641378314805451,0.282931504659943
"3161817","4",17644766,-0.641378314805451,0.282931504659943
"3161820","4",17644769,-0.641378314805451,0.282931504659943
"3161824","4",17644775,-0.641378314805451,0.282931504659943
"3161830","4",17644781,-0.641378314805451,0.282931504659943
"3161840","4",17644796,-0.64137831480545,0.282931504659943
"3161843","4",17644799,-0.64137831480545,0.282931504659943
"3161857","4",17644814,-0.64137831480545,0.282931504659943
"3161861","4",17644820,-0.641378314805451,0.282931504659943
"3161922","4",17644892,-0.641378314805451,0.282931504659943
"3161954","4",17644926,-0.64137831480545,0.282931504659943
"3161976","4",17644957,-0.64137831480545,0.282931504659943
"3161984","4",17644967,-0.641378314805451,0.282931504659943
"3161992","4",17644976,-0.64137831480545,0.282931504659943
"3161998","4",17644985,-0.64137831480545,0.282931504659943
"3162002","4",17644991,-0.64137831480545,0.282931504659943
"3162005","4",17644994,0.262061055157938,0.100576576490713
"3162010","4",17645000,-0.615388081788735,0.268976862369641
"3162026","4",17645027,-0.615388081788735,0.268976862369641
"3162039","4",17645048,-0.615388081788735,0.268976862369641
"3162099","4",17645141,-1.52468391151491,0.895042123933033
"3162168","4",17645238,0.146857028941188,0.0539188763123061
"3162201","4",17645278,-1.50921396020457,0.881920165307786
"3162211","4",17645291,0.0867918337284608,0.0311263720545791
"3162220","4",17645304,0.0867918337284608,0.0311263720545791
"3162347","4",17645484,-0.361018079117012,0.143823581415774
"3162352","4",17645490,-0.361018079117012,0.143823581415774
"3162359","4",17645498,-0.361018079117013,0.143823581415775
"3162425","4",17645567,-0.361018079117013,0.143823581415775
"3162440","4",17645589,-0.810697901107407,0.379302767081494
"3162454","4",17645604,-0.317140881132698,0.124281014687508
"3162550","4",17645745,0.664218341538303,0.295377186505916
"3162552","4",17645747,0.664218341538303,0.295377186505916
"3162559","4",17645756,0.464063746423134,0.192057876527162
"3162587","4",17645797,0.464063746423134,0.192057876527162
"3162604","4",17645817,0.354599902486824,0.140928173937788
"3162613","4",17645826,0.354599902486824,0.140928173937788
"3162622","4",17645836,-0.232050942293246,0.088044636834615
"3162639","4",17645858,0.349503084905812,0.13863787438774
"3162654","4",17645877,0.349503084905812,0.13863787438774
"3162702","4",17645938,-0.952119763068985,0.467199459367706
"3162706","4",17645942,1.62071452047458,0.978484572956827
"3162724","4",17645967,0.67357863638043,0.300527166146344
"3162742","4",17645990,0.441666564528025,0.181292222452997
"3162751","4",17646004,0.441666564528025,0.181292222452997
"3162767","4",17646031,0.441666564528025,0.181292222452997
"3162813","4",17646085,0.666817093922311,0.296804114781908
"3162825","4",17646102,0.421449803963545,0.171709695851211
"3162826","4",17646103,0.421449803963545,0.171709695851211
"3162829","4",17646106,0.421449803963544,0.17170969585121
"3162834","4",17646112,0.421449803963545,0.171709695851211
"3162835","4",17646114,0.421449803963545,0.171709695851211
"3162848","4",17646133,0.862577450273927,0.410754511785964
"3162855","4",17646146,0.334062522930012,0.131748085245819
"3162858","4",17646149,0.334062522930012,0.131748085245819
"3162871","4",17646168,0.334062522930012,0.131748085245819
"3162873","4",17646170,0.334062522930012,0.131748085245819
"3162875","4",17646172,0.334062522930012,0.131748085245819
"3162879","4",17646177,0.334062522930012,0.131748085245819
"3162887","4",17646189,0.334062522930012,0.131748085245819
"3162930","4",17646245,0.334062522930012,0.131748085245819
"3162978","4",17646309,0.334062522930012,0.131748085245819
"3162989","4",17646323,0.334062522930012,0.131748085245819
"3163003","4",17646341,0.334062522930012,0.131748085245819
"3163059","4",17646402,0.334062522930012,0.131748085245819
"3163063","4",17646406,-0.704833572321378,0.317932748584863
"3163095","4",17646442,-0.704833572321378,0.317932748584863
"3163099","4",17646447,0.276452520752662,0.106681898528077
"3163181","4",17646557,0.147577477138408,0.0541985680405728
"3163217","4",17646609,0.272162052400444,0.104855237838124
"3163479","4",17646989,0.323222753571796,0.126954742040384
"3163560","4",17647097,0.288474155621036,0.111829601714795
"3163580","4",17647125,0.228894447409709,0.0867421056006509
"3163593","4",17647138,0.141394299359416,0.0518030332866063
"3163617","4",17647177,0.302031657477679,0.117687293420158
"3163714","4",17647338,-1.01901722243398,0.511174706850513
"3163792","4",17647669,-0.492732601234191,0.206068919024106
"3163793","4",17647673,-1.14973287538172,0.601619129244829
"3163906","4",17648470,0.690564928459096,0.309946645660464
"3163935","4",17648666,-1.31605204964449,0.725480604698092
"3163981","4",17648926,0.665567539810333,0.296117729903936
"3164019","4",17649180,-0.736749268601297,0.336040233748349
"3164025","4",17649230,-0.23313059404843,0.0884908356701993
"3164045","4",17649308,-1.34594575147815,0.748799914284037
"3164063","4",17649409,-1.11845920357678,0.579432177459157
"3164094","4",17650117,0.203766348422332,0.0764782403306161
"3164145","4",17650927,0.134096031335189,0.0489897157222869
"3164172","4",17651037,0.0183629865066031,0.00640979644002143
"3164387","4",17652051,-0.0490313019259826,0.0173243599620425
"3164425","4",17652173,0.904397160111798,0.436774293719549
"3164472","4",17652223,0.0174651575244663,0.00609422310955921
"3164645","4",17653693,0.514524032477667,0.21689312247864
"3164674","4",17653753,-0.082457792365549,0.0295217017801748
"3164687","4",17653780,-0.171781274041462,0.0636825950464861
"3164693","4",17653792,-0.341065687103779,0.134863954007443
"3164866","4",17654051,-0.276243557157336,0.1065928043753
"3165040","4",17654556,-0.0303568759607316,0.0106470029765715
"3165087","4",17654745,-0.0303568759607314,0.0106470029765715
"3165091","4",17654749,-0.0303568759607316,0.0106470029765715
"3165102","4",17654777,-0.0303568759607312,0.0106470029765714
"3165151","4",17654866,-0.630721671537467,0.27718308189646
"3165157","4",17654891,0.868649905488902,0.414495675068627
"3165159","4",17654893,-0.426671382828221,0.174172428507914
"3165193","4",17654942,0.155894084627786,0.0574381364641317
"3165198","4",17654947,-0.0382189351888794,0.0134463077125567
"3165202","4",17654951,0.171726598855804,0.0636609787788149
"3165573","4",17657207,-1.3926779131979,0.785905663732483
"3165886","4",17657997,-0.0363652258594398,0.0127847321758207
"3165930","4",17658111,0.615158780268611,0.268854726413522
"3165942","4",17658135,-0.0894826520550892,0.0321253307646191
"3166205","4",17658819,0.928355833407111,0.451950999692387
"3166327","4",17659185,-1.84464613091199,1.18649218851116
"3166361","4",17659263,0.69279197598103,0.311188680968962
"3166418","4",17659371,-0.507540552136855,0.21340785520991
"3166492","4",17659581,-0.199313730126922,0.0746789650378131
"3166607","4",17659877,0.963462600970895,0.474546469545634
"3166742","4",17660259,-0.637767530959251,0.280979611363014
"3166864","4",17660698,1.31086830320177,0.721469863832279
"3166899","4",17660747,-0.812054317921383,0.380113486897091
"3167072","4",17661353,0.479148928507216,0.19939791242811
"3167282","4",17662118,-0.805456166447335,0.376175659239853
"3167327","4",17662261,-0.595765410352679,0.25858683589026
"3167434","4",17662514,-0.45136474295996,0.185934493272265
"3167508","4",17662668,-0.109311059533793,0.0395502598942795
"3167526","4",17662715,-0.086027771260828,0.0308430916135621
"3167571","4",17662952,-0.325359850940608,0.127896931200012
"3168133","4",17665010,-0.965494742825526,0.475867432563464
"3168373","4",17666450,-0.86681116357985,0.413361523156749
"3168538","4",17666623,-0.201187862656614,0.0754355786325255
"3168602","4",17666697,-0.671082072215438,0.299150751881794
"3168953","4",17668701,-0.18074266268553,0.067237358036098
"3168993","4",17668904,0.151103270826045,0.0555695191754978
"3169061","4",17669154,-0.250867749518016,0.0958709266826883
"3169107","4",17669491,-0.967968654037044,0.477477489934561
"3169138","4",17669598,-2.00696474473519,1.34917379966914
"3169165","4",17669677,-0.867366705582856,0.413704064797391
"3169188","4",17669760,-1.73397393951636,1.08132652766295
"3169236","4",17669941,-1.73397393951636,1.08132652766295
"3169237","4",17669942,-1.73397393951636,1.08132652766295
"3169238","4",17669943,-1.73397393951636,1.08132652766295
"3169239","4",17669944,-1.73397393951636,1.08132652766295
"3169240","4",17669945,-1.73397393951636,1.08132652766295
"3169322","4",17670155,-1.3693593660074,0.767291052337116
"3169520","4",17670762,0.856063469359418,0.406755288766586
"3169700","4",17671225,-2.03610336628008,1.37944779673894
"3169711","4",17671250,-0.104641819431562,0.0377917053162805
"3169772","4",17671529,1.2507467841625,0.675662230722613
"3169811","4",17671583,-0.743517919957886,0.339924008637628
"3169814","4",17671589,-1.61016404717424,0.969149212797285
"3169942","4",17672125,0.417862391864204,0.170022640721523
"3170120","4",17672598,-0.907101039417023,0.438477211031525
"3170200","4",17673116,0.14335111365378,0.0525599599202787
"3170318","4",17674661,-0.0191325065198207,0.00668044958302139
"3170321","4",17674664,-0.243813625568051,0.0929246125857517
"3170521","4",17682885,0.359003327055639,0.14291331120868
"3170550","4",17682918,-0.0966698133596477,0.0348036568864944
"3170567","4",17682939,0.00666377295956195,0.00231525303775104
"3170583","4",17682961,-0.346696340976789,0.137380040261755
"3170586","4",17682964,-0.346696340976789,0.137380040261755
"3170603","4",17682984,0.233532727489914,0.0886571180545993
"3170781","4",17683203,-0.272024914490175,0.104796942809028
"3170782","4",17683204,-0.272024914490175,0.104796942809028
"3170800","4",17683252,0.828232641530663,0.38983107883153
"3170923","4",17683921,0.520254714810016,0.21976476182709
"3171409","4",17686898,0.970862251057069,0.479363373340465
"3171416","4",17686936,0.0713576655827389,0.0254362219209747
"3171534","4",17687818,0.586876536080871,0.253921376507536
"3171678","4",17688240,0.0812377146356904,0.0290709333806407
"3171711","4",17688439,0.137829133478887,0.050426818807813
"3171791","4",17688910,0.668395767439104,0.297672020401516
"3171843","4",17689016,0.668395767439104,0.297672020401516
"3171845","4",17689021,0.0845251178019213,0.030286458802225
"3172345","4",17693641,0.271388897224876,0.10452665637641
"3172412","4",17694188,0.351881559179393,0.139705670974825
"3172453","4",17694241,0.00784338647119805,0.00272637763410291
"3172458","4",17694250,0.126607639348437,0.0461190945713239
"3172471","4",17694263,0.126607639348437,0.0461190945713239
"3172474","4",17694271,1.40231653585956,0.793657931247422
"3172497","4",17694365,0.152837312264779,0.0562450980291433
"3172691","4",17695053,1.3015675015073,0.714298080722602
"3172754","4",17695219,-0.108184271795872,0.039125311458
"3172908","4",17695595,1.21459817235159,0.648746153588353
"3173052","4",17695744,-0.166830034958668,0.0617286214753504
"3173296","4",17696091,0.952606234674812,0.467513645410982
"3173311","4",17696106,-0.566644795559769,0.243397713223636
"3173354","4",17696289,-0.604971292039751,0.26344568887236
"3173737","4",17698360,0.577489302188657,0.249022108771695
"3173825","4",17699116,0.576451093177315,0.248482008943822
"3173904","4",17699580,0.729973066652668,0.332167417511384
"3174056","4",17700466,0.455292962753901,0.187823237565442
"3174061","4",17700490,0.174144264528375,0.0646176563552042
"3174300","4",17701577,0.639992329448,0.28218177363405
"3174307","4",17701604,0.440546257642254,0.18075786117615
"3174704","4",17703039,-0.662864668409009,0.294634788292252
"3174711","4",17703057,0.806663146165348,0.376894896231756
"3174723","4",17703076,0.650393197855536,0.287823339316392
"3174962","4",17703469,-0.536842785084612,0.22813614667221
"3175185","4",17704200,0.488540605147567,0.204003974326737
"3175293","4",17704781,0.240365476899889,0.0914898146468412
"3175294","4",17704782,0.240365476899889,0.0914898146468412
"3175314","4",17704833,0.697069466861336,0.31357885695254
"3176031","4",17707596,0.532542734556909,0.225957621820717
"3176176","4",17708288,-0.279719747632201,0.108076628573277
"3176206","4",17708504,0.627567392914521,0.275488712493531
"3176388","4",17709457,-0.312367588371437,0.122190445441849
"3176508","4",17711458,0.656782512492984,0.291306565593286
"3176549","4",17711850,0.704445525018563,0.317714668769319
"3176552","4",17711868,0.87728928986728,0.419839955516817
"3176555","4",17711912,-0.500320795363621,0.209820984511299
"3176712","4",17712552,1.11847218487961,0.579441315133822
"3176780","4",17712640,0.509497658285964,0.21438302801911
"3176822","4",17712686,0.797639463243377,0.371529590475381
"3177138","4",17714824,0.348559011716048,0.138214521285522
"3177618","4",17716285,1.00637900422941,0.502747808295366
"3177941","4",17717310,-0.420754562888027,0.171382430700045
"3178044","4",17717601,0.0463346711753675,0.0163540932321372
"3178096","4",17718662,-0.812488669059328,0.380373226515201
"3178126","4",17718738,0.578125865849843,0.249353435785542
"3178197","4",17719150,0.412107254207408,0.167324546947632
"3178273","4",17719523,0.128346920428719,0.0467843938484603
"3178347","4",17719715,0.374401050307614,0.149901749210977
"3178385","4",17719948,0.374401050307613,0.149901749210977
"3178459","4",17720945,0.941462517636018,0.460337010306489
"3178478","4",17721024,1.06546020533747,0.5426212007083
"3178574","4",17721239,1.25370102557363,0.677882683304094
"3178655","4",17721450,1.76586200784542,1.1111524289244
"3178656","4",17721451,-0.454715383462726,0.187545224969433
"3178657","4",17721454,0.0302134787556895,0.0105961065317047
"3178658","4",17721455,-0.187046524034367,0.069752028615417
"3178659","4",17721456,0.0909518095770186,0.032671621393693
"3178662","4",17721481,0.473785457161509,0.196779963109729
"3178667","4",17721515,0.473785457161509,0.196779963109729
"3178677","4",17721557,0.473785457161509,0.196779963109729
"3178702","4",17721782,0.473785457161509,0.196779963109729
"3178707","4",17721865,0.473785457161509,0.196779963109729
"3178756","4",17723288,0.622778548122214,0.272922516828884
"3178789","4",17723479,0.622778548122214,0.272922516828884
"3178828","4",17723607,0.361947632870258,0.14424397688965
"3178908","4",17723838,-0.450851675761875,0.185688161303924
"3178978","4",17724212,-0.828614849519433,0.390061724572074
"3179070","4",17724727,0.52366258685314,0.221477411475096
"3179096","4",17725435,-0.524723161787083,0.222011167336618
"3179125","4",17725760,-1.30344459195437,0.715742971005363
"3179632","4",17729624,-0.892749457534544,0.429467149017557
"3179670","4",17729745,-0.752460035842977,0.345078329853699
"3179675","4",17729750,-0.129699619063704,0.0473024226703142
"3179990","4",17731719,0.106608180900286,0.0385315262037322
"3180026","4",17731799,-0.00356684070555661,0.00123772990504336
"3180046","4",17731945,-0.176432265504657,0.0655245982708491
"3180054","4",17731960,-0.176432265504657,0.0655245982708491
"3180055","4",17731961,-0.176432265504657,0.0655245982708491
"3180059","4",17731970,-0.176432265504657,0.0655245982708491
"3180134","4",17732219,0.0555716645554979,0.0196861220166286
"3180137","4",17732223,0.657832133099509,0.291880062253865
"3180212","4",17732520,-0.226401641400214,0.0857155366833966
"3180267","4",17732805,-1.09023246745976,0.559703839579834
"3180322","4",17733495,-1.52873143841936,0.898489945075866
"3180333","4",17733683,-0.726443251134087,0.33015606938759
"3180466","4",17736123,-0.904135000133869,0.436609317294444
"3180496","4",17736364,-0.904135000133869,0.436609317294444
"3180508","4",17736398,-0.904135000133869,0.436609317294444
"3180793","4",17741025,1.54445557901284,0.9119418977965
"3181262","4",17749086,0.705932402875744,0.318550554130064
"3181264","4",17749097,0.964120324062593,0.474973856086631
"3181275","4",17749213,0.358268458365693,0.142581606113409
"3181293","4",17749507,0.956529806466975,0.470050659608916
"3181334","4",17750163,-0.350702486311581,0.139176119022353
"3181338","4",17750208,-0.287973610009687,0.111614397413414
"3181361","4",17750877,0.907200714248381,0.438540034673298
"3181363","4",17750902,0.703660088521596,0.317273411702634
"3181382","4",17751440,-0.178945152579437,0.0665224467772033
"3181402","4",17751760,-0.178945152579437,0.0665224467772032
"3181481","4",17752537,-0.178945152579436,0.066522446777203
"3181498","4",17753281,1.75661568416504,1.10246451719968
"3181547","4",17753640,-0.402983430293984,0.163068288318417
"3181555","4",17753749,0.853470195614877,0.405167180149942
"3181630","4",17754881,-0.850280072833563,0.403216700405532
"3181810","4",17757090,0.422096633511035,0.172014308064633
"3182173","4",17758875,0.726901922801584,0.330417193903435
"3182537","4",17760345,0.426205663431999,0.173952428379791
"3182582","4",17760434,0.341413644095735,0.135019159072045
"3182745","4",17760695,0.157908146121531,0.0582256955786275
"3182809","4",17760770,0.914884915809136,0.443393539559147
"3182889","4",17760874,0.66849734088516,0.297727890393839
"3182992","4",17761038,0.172405501788717,0.0639294503091671
"3183037","4",17761102,1.31229212591014,0.722570527032304
"3183094","4",17761223,1.39618061691893,0.788718932788746
"3183399","4",17762851,-0.230317444948676,0.0873289408810506
"3183480","4",17763327,0.363380135337519,0.14489235378891
"3183621","4",17764171,0.793602029808937,0.369137894661983
"3183755","4",17764951,0.336755642997308,0.13294454266344
"3183851","4",17765134,-0.223424499751108,0.08449192751893
"3183865","4",17765200,0.125505403168025,0.0456979250034456
"3183873","4",17765221,0.23018872110219,0.0872758312377986
"3184622","4",17768731,1.36005217792909,0.759916713050595
"3184655","4",17768872,1.36005217792909,0.759916713050595
"3184658","4",17768880,1.36005217792909,0.759916713050595
"3184661","4",17768883,1.36005217792909,0.759916713050595
"3184743","4",17769017,1.36005217792909,0.759916713050595
"3184824","4",17769163,1.36005217792909,0.759916713050595
"3184828","4",17769177,1.36005217792909,0.759916713050595
"3184878","4",17769568,1.36005217792909,0.759916713050595
"3184964","4",17770048,-0.586382403740128,0.253662774471277
"3184971","4",17770060,1.33447755656154,0.73981552543209
"3185045","4",17770444,-0.550915234172639,0.235307070447738
"3185081","4",17770868,1.69401711521537,1.04449489951495
"3185119","4",17771816,0.676787891150385,0.302299518495373
"3185121","4",17771818,0.676787891150385,0.302299518495373
"3185181","4",17772220,0.676787891150385,0.302299518495373
"3185192","4",17772342,0.676787891150385,0.302299518495373
"3185224","4",17772536,0.676787891150385,0.302299518495373
"3185236","4",17772553,0.676787891150385,0.302299518495373
"3185240","4",17772557,0.676787891150385,0.302299518495373
"3185272","4",17772750,0.555656536941995,0.237737422573399
"3185280","4",17772888,0.463306427426376,0.191691278363552
"3185302","4",17773011,0.463306427426376,0.191691278363552
"3185400","4",17773526,-0.242238550099264,0.0922687735398066
"3185528","4",17773915,1.16598906267098,0.613289079853859
"3185563","4",17774087,0.480969645596737,0.20028868520041
"3185620","4",17774239,1.70736863744006,1.05673527645277
"3185835","4",17775379,-1.45343184932014,0.835338224189241
"3185848","4",17775629,-0.377404237376383,0.15127329542957
"3185853","4",17775635,-1.27802414555558,0.696283721484259
"3185862","4",17775644,-1.27802414555558,0.69628372148426
"3185866","4",17775648,-1.27802414555558,0.69628372148426
"3185874","4",17775656,-1.27802414555558,0.69628372148426
